Institution_Name,Contact_Id,Parent_Institution_Id,Mobile_Number_1,Mobile_Number_2,Email_Id_1,Email_Id_2,Adddress_1,Address_2,Address_3,City,State,Country,Postal_Code
P.R.Patil College of Management  Amravati,200144,500137,,,,,Gajajan Township Campus  Kathora Road  Amravati,,,Amravati,Maharashtra,India,
Department of Computer Science  SGB Amravati University  Amravati,200145,500138,,,,,Department of Computer Science  SGB Amravati University  Near Tapowan  Amravati,,,Amravati,Maharashtra,India,
Shree Hanuman Vyayam Prasark Mandal's P.G. Department  of Computer Science & Technology  Amravati,200146,500139,,,,,Hanuman Vyayam Prasarak Mandal   Hanuman Vyayam Nagar  Amravati.,,,Amravati,Maharashtra,India,
Indira Bahuuddeshiya Shikshan Sanstha's Dr. Rajendra Gode Polytechnic Ghatkhed   Amravati,200147,500140,,,,,Survey No.29  Ghatkhed   Amravati,,,Amravati,Maharashtra,India,
Shri Dadasaheb Gavai Charitable Trust's Vikramshila Polytechnic Darapur  Tq. Daryapur  Dist. Amravati,200148,500141,,,,,Survey No.797  At.Post. Darapur  Tq. Daryapur  Dist. Amravati,,,Amravati,Maharashtra,India,
Nav Vidya Niketan Shiksha Santha Nav Vidya Niketan Institute of Technology Mardi Road  Amravati,200149,500142,,,,,Survey No.37/1 & 34/1  NVNS  Campus  Indla Naka  Mardi Road  Amravati,,,Amravati,Maharashtra,India,
Harkisan Maloo Institute of Managment & Technology  Amravati,200150,500143,,,,,Opp. Deshmukh Lawns  Shegaon-Rahatgaon Road  Amravati.,,,Amravati,Maharashtra,India,
Kirti Polytechnic  Amravati.,200151,500144,,,,,Uttam Nagar  Yashoda Nagar Road  Amravati,,,Amravati,Maharashtra,India,
Let.Dr.D.B.Dod College of Engineering  Jambla Achalpur,200152,500145,,,,,Sr.No.31/4 Mauja Jambla  Anjangaon Road Paratwada Tal. Achalpur Dist. Amravati.,,,Amravati,Maharashtra,India,
Parvatibai Pundalikrao Tale Education Society's  Shakuntala College of Technology  Amravati,200153,500146,,,,,Anant Arcade  Raja peth  Amravati,,,Amravati,Maharashtra,India,
Dr. Rajendra Gode Institute of Pharmacy  Amravati,200154,500147,,,,,University Mardi Road  Amravati,,,Amravati,Maharashtra,India,
Government Polytechnic   Achalpur,200155,500148,,,,,Nehru Maidan  Achalapur Camp Amravati,,,Amravati,Maharashtra,India,
Institute of Pharmacy & Research  Badnera,200156,500149,,,,,Anjangaon Bari Road  Badera  Amravati,,,Amravati,Maharashtra,India,
P. R. Pote Patil College of Pharmacy  Amravati,200157,500150,,,,,Kathora Road  Amravati,,,Amravati,Maharashtra,India,
Shreeyash Institute of Pharmaceutical Education & Research  Aurangabad,200158,500151,,,,,Gut No. 258(P)  Satara Parisar  Near SRPF Camp  Beed by pass Road  Aurangabad,,,Aurangabad,Maharashtra,India,
Yashodeep Institute of Pharmacy  Pimpalgaon Pandhari,200159,500152,,,,,Gut No. 114  Pimpalgaon Pandhari  Shree Shetra Kachnerji Road  Beed Road  Aurangabad.,,,Aurangabad,Maharashtra,India,
National Institute of Electronics & Information Technology(NIELIT)  Aurangabad.,200160,500153,,,,,CEDTI Complex  Dr. B.A.M. University Campus  Aurangabad.,,,Aurangabad,Maharashtra,India,
Shiva Trust's National Fire safety & Management College  Aurangabad.,200161,500154,,,,,Plot No.1  Idea Tower Building  Sector D  Cidco Aurangabad,,,Aurangabad,Maharashtra,India,
Rajesh Bhaiyya Tope College of B Pharmacy  Nipani  Aurangbad,200162,500155,,,,,At Nipani - Bhalagaon  Beed-Highway Aurangabad.,,,Aurangabad,Maharashtra,India,
Shreeyash Institute of Pharmacy  Aurangabad,200163,500156,,,,,Gut No. 258(P)  Satara Parisar  Beed By pass near SRPF Camp  Aurangabad,,,Aurangabad,Maharashtra,India,
Usha Dwarkadas Pathrikar Institute of Pharmacy  Dongargaon Kawad,200164,500157,,,,,At Dongargaon Kawad Post Pinpalgaon Gangdev  Taluka Phulambri   Dist.Aurangabad,,,Aurangabad,Maharashtra,India,
Matoshri Institute of Pharmacy  Vaijapur,200165,500158,,,,,A/P Aghur Tal. Vaijapur Dist. Aurangabad,,,Aurangabad,Maharashtra,India,
Bharat Ratna Dr. A.P. J. Abdul Kalam College of Architecture  Nipani  Aurangbad,200166,500159,,,,,Nipani  Bhalagaon-Beed Highway  Aurangabad.,,,Aurangabad,Maharashtra,India,
Student's Academic Education Society's  Oyster college Of Architecture,200167,500160,,,,,Gut No.613  Golatgaon  Nagaonachiwadi Jalna Road   Aurangabad 431201,,,Aurangabad,Maharashtra,India,
College of Pharmacy(D.Pharm)  Khandala,200168,500161,,,,,At Post Gut No.11  Khandala  Tal.Vaijapur  Dist.Aurangabad.,,,Aurangabad,Maharashtra,India,
Late Bhagirathi Yashwantrao Pathrikar College of D.Pharmacy  Pathri,200169,500162,,,,,At Post Pathri  Tal Phulambri  Dist.Aurangabad,,,Aurangabad,Maharashtra,India,
Rajesh Bhaiyya Tope College of Pharmacy  Aurangabad,200170,500163,,,,,Gat No. 179  Nipani  Bhalegaon  Aurangabad.,,,Aurangabad,Maharashtra,India,
CSMSS Chh. Shahu College of Engineering  Aurangabad,200171,500164,,,,,Kanchanwadi  Paithan Road  Aurangabad.,,,Aurangabad,Maharashtra,India,
Department of Computer Science and IT  Dr. babasaheb Ambedkar marathwada University  Aurangabad,200172,500165,,,,,Dr. Babasaheb Ambedkar Marathwada University  Aurangabad 431004,,,Aurangabad,Maharashtra,India,
Vivekanand Institute of Polytechnic  Aurangabad.,200173,500166,,,,,Gut No. P-59  Sharnapur  Nashik Road  Aurangabad.,,,Aurangabad,Maharashtra,India,
Patel College of Architecture  Aurangabad,200174,500167,,,,,Jalwada Road  G. No. 36  Aurangabad,,,Aurangabad,Maharashtra,India,
Ambarwadikar Institute of Hotel Management & Cataring Technology Polytechnic  Deolai  Aurangabad.,200175,500168,,,,,Gut No. 103  Deolai  Surya Lawns Campus  Beed b,,,Aurangabad,Maharashtra,India,
M.G.M.'s College of Food Technology  Aurangabad,200176,500169,,,,,N-6 Cidco Aurangabad,,,Aurangabad,Maharashtra,India,
Shri Sai Institute of Technology(Polytechnic) Aurangabad,200177,500170,,,,,P-75 Behind Garware Palyster MIDC  Chikalthana  Aurangabad   431210,,,Aurangabad,Maharashtra,India,
Oyster Institute of Pharmacy  Aurangabad.,200178,500171,,,,,Gat No. 613  Golatgaon  Nagonachi wadi  Jalna Road  Aurangabad. Aurangabad   431201,,,Aurangabad,Maharashtra,India,
Sai Institute of Engineering & Technology  Bilda  Aurangabad.,200179,500172,,,,,Survey No. 170  Sai Nagar  Aurangabad Ajanta Road  Jalgaon Highway   Village Bilda  Tal. Phulambri  Dist. Aurangabad. Aurangabad   0,,,Aurangabad,Maharashtra,India,
International Centre of Excellence in Engineering & Management  Aurangabad.,200180,500173,,,,,Gut No.4  Opp. Bajaj Auto ltd. Infront of MIDC filtration plant  Aurangabad-Pune High way  Aurangabad. Aurangabad   431136,,,Aurangabad,Maharashtra,India,
Ambarwadikar's Institute of Technology  Waluj  Aurangabad,200181,500174,,,,,Gut No. 59 60 Nagar Road   Toll Plaza  Walul - Aurangabad Aurangabad   431001,,,Aurangabad,Maharashtra,India,
People Education Society's P.E.S. Polytechnic  Nagsenvan  Aurangabad,200182,500175,,,,,Nagsenvan  Aurangabad,,,Aurangabad,Maharashtra,India,
MGMs Polytechnic   Aurangabad,200183,500176,,,,,N-6  Cidco  Aurangabad,,,Aurangabad,Maharashtra,India,
Aurangabad College of Engineering   Naygaon Savangi  Aurangabad,200184,500177,,,,,GatT No 52  TULJAPUR SHIVAR  Harsul- SAVANGI Aurangabad,,,Aurangabad,Maharashtra,India,
INDO GERMAN TOOL ROOM Aurangabad,200185,500178,,,,,P-31 MIDC Chikalthana Aurangabad,,,Aurangabad,Maharashtra,India,
Foster Development School of Management  Aurangabad,200186,500179,,,,,Plot No.N-S-1  14  E-Sector  Cidco  Shivaji Nagar  Garkheda Parisar  Aurangabad,,,Aurangabad,Maharashtra,India,
Shri Sai Institute of Management & Research  Aurangabad,200187,500180,,,,,Plot No. P-75  Behind Garware Polyester  Chikalthana  M.I.D.C. Aurangabad,,,Aurangabad,Maharashtra,India,
Maratha Education Society's Institute of Management studies & Information Technology  Aurangabad,200188,500181,,,,,Vivekanand College Campus   Samarth nagar  Aurangabad,,,Aurangabad,Maharashtra,India,
Maulana Azad Educational Trust's Tom Patrick Institute of Computer & Information Technology  Aurangabad,200189,500182,,,,,Dr. Rafiq Zakaria Campus  Rauza Bagh  P.B No.27   Aurangabad,,,Aurangabad,Maharashtra,India,
Bharatiya Gramin Punarrachana Sanstha's Rajashri Shahu Institute of Managment  Aurangabad,200190,500183,,,,,P-75  Behind Garware Polyster  Ltd.  Infront of Gate No.3   Chikhalthana  MIDC Area  Aurangabad.,,,Aurangabad,Maharashtra,India,
Gramodik Shikshan Mandal's Marathwada Institute of Technology  Aurangabad,200191,500184,,,,,G.S. Mandals Marathwada Institute of Technology  P.B. - 527 Satara Village Rd. Off Beed By-Pass highway   Aurangabad,,,Aurangabad,Maharashtra,India,
Government College of Engineering  Aurangabad,200192,500185,,,,,Government College of Engineering  Station Road  Osmanpura  Aurangabad,,,Aurangabad,Maharashtra,India,
Government Medical College  Aurangabad - 431 001.,200193,500186,,,,,,,,Aurangabad,Maharashtra,India,
Marathwada Shikshan Prasarak Mandal's Group of Institutions  Aurangabad-431005,200194,500187,,,,,Station Road Aurangabad,,,Aurangabad,Maharashtra,India,
Queen's College Of Food Technology & Research Foundation Aurangabad,200195,500188,,,,,Gut No.113/P  Nashik Highway  Mitmita  Aurangabad.431005,,,Aurangabad,Maharashtra,India,
Gramodyogik Shikshan Mandals Marathwada Institute of Technical  Aurangabad,200196,500189,,,,,P.B.NO.327 Satara Road Aurangabad-431001,,,Aurangabad,Maharashtra,India,
MAULANA AZAD EDUCATION SOCIETY'S KAMLA NEHRU POLYTECHNIC(PHARMACY)  AURANGABAD,200197,500190,,,,,RAUZA BAUGH  P.B.NO.65 ,,,Aurangabad,Maharashtra,India,
Umar Been Khattab Welfare Trust's D. Pharmacy College  Kunjkheda Ta. Kannad Dist. Aurangabad.,200198,500191,,,,,At KunjKheda  Post. Wadali  Tal. Kannad  Dist. Aurangabad.,,,Aurangabad,Maharashtra,India,
Government Polytechnic  Aurangabad,200199,500192,,,,,Osmanapura Pirbazar road Aurgangbad,,,Aurangabad,Maharashtra,India,
BSPM'S Dr. Y.S. Khedkar College of Pharmacy  Cidco  Aurangabad.,200200,500193,,,,,N-6  Cidco  Aurangabad,,,Aurangabad,Maharashtra,India,
Gramodyogik Shikshan Mandal's Marathwada Institute of Technology  Rotegaon  Vaijapur,200201,500194,,,,,Rotegaon  Taluka  Vaijapur  Dist. Aurangabad.,,,Aurangabad,Maharashtra,India,
Sayli Charitable Trust's College of Pharmacy  Mitmita  Aurangabad.,200202,500195,,,,,Gut No. 141 & 150  Aurangabad.,,,Aurangabad,Maharashtra,India,
Shree B.N.M.'s Diploma in Pharmacy Institute  Hatta  Tal.Basmat,200203,500196,,,,,Plot No. 421  At. Post Hatta  Tal. Wasmat. Dist. Hingoli.,,,Aurangabad,Maharashtra,India,
Shri D.M.V.M.'s Diploma in Pharmacy Institute  At Post Gevrai Tanda  Paithan Road  Aurangabad.,200204,500197,,,,,At Post Gevrai Tanda  Paithan Road  Dist. Aurangabad.,,,Aurangabad,Maharashtra,India,
B.G.P.S'S RAJASHREE SHAHU INSTITUTE OF HOTEL MANAGEMENT AND CATERING TECHNOLOGY  CHIKHALTHANA,200205,500198,,,,,P-75  M.I.D.C.  CHIKHALTHANA  DIST. A'BAD.,,,Aurangabad,Maharashtra,India,
B.G.P.S.'s Hi Tech Polytechnic  Aurangabad,200206,500199,,,,,P-119 Bajaj Nagar  Aurangabad.,,,Aurangabad,Maharashtra,India,
Sambhaji College of D. Pharmacy  Aurangabad,200207,500200,,,,,Gat No. 336  Bhalgaon  Chikhalthana  Aurangabad.,,,Aurangabad,Maharashtra,India,
SHREE YASH PRATISHTHAN  SHREE YASH POLYTECHNIC  SATARA TANDA  AURANGABAD.,200208,500201,,,,,Shreyash Polytechnic EDUCATION CAMPUS  GUT NO.258(P)  SATARA Parisar  AURANGABAD.431010,,,Aurangabad,Maharashtra,India,
Shree Bharavnath Nisarga Mandal  Diploma in Engineering and Technology  Gevrai Tanda  Aurangabad,200209,500202,,,,,Gevrai Tanda  Paithan Road  Taluka & Dist. Aurangabad.,,,Aurangabad,Maharashtra,India,
Shiva Trust's Sharadchanraji Pawar Polytechnic College  Aurangabad.,200210,500203,,,,,Beed Highway  Near Videocon International Company ,,,Aurangabad,Maharashtra,India,
Shree Sai Samajik Vikas Sanstha  Nath Polytechnic  Paithan,200211,500204,,,,,Plot No. B-1  M.I.D.C.  Paithan  Dist. Aurangabad,,,Aurangabad,Maharashtra,India,
CHATRAPATI SHAHU MAHARAJ SHIKSHAN SANSTHA  C.S.M.S. SANSTHAS COLLEGE OF POLYTECHNIC  KANCHANWADI.,200212,500205,,,,,KANCHANWADI  PAITHAN ROAD   AURANGABAD,,,Aurangabad,Maharashtra,India,
SAI SHIKSHAN SANSTHA  AMBARWADIKARS INSTITUTE OF  TECHNOLOGY  GANGAPUR,200213,500206,,,,,GUT NO.60  WALUJ NAGAR ROAD TOLL PLAZA POST:LIMBJALGAON  TAL: GANGAPUR,,,Aurangabad,Maharashtra,India,
VINAYAKRAO PATIL SHIKSHAN PRASARAK MANDAL  INSTITUTE OF ENGINEERING & TECHNOLOGY KANNAD,200214,500207,,,,,Hiwerkheda Road Gut No.30 KANNAD  DIST AURANGABAD,,,Aurangabad,Maharashtra,India,
Bhartiya Gramin Punarachana Sanstha  Hi-Tech Institute of Technology  Aurangabad,200215,500208,,,,,P-119  Bajajnagar   Waluj Aurangabad,,,Aurangabad,Maharashtra,India,
Bhartiya Gramin Punarrachana Sanstha's  Veermata Jijau Women's Engineering College  Sharnapur,200216,500209,,,,,Gut No. 59 P  Sharnapur  Aurangabad,,,Aurangabad,Maharashtra,India,
Bhagwan College of Pharmacy  Aurangabad,200217,500210,,,,,Shri Bhagwan College of Pharmacy  Dr. Y.S. Khedkar Marg  N-6 CIDCO Aurangabad 431003,,,Aurangabad,Maharashtra,India,
G.S. Mandals Marathwada Institute of Technology (Arch.)  Aurangabad,200218,500211,,,,,G.S.Mandals Marathwada Institute of Technology (Arch.)  PB 327 Beed Bypass Road  Satara Parisar  Aurangabad,,,Aurangabad,Maharashtra,India,
Government College of Pharmacy Aurangabad,200219,500212,,,,,Hotel Vedant Road Opp. Govt. Polytechnic     Aurangabad.,,,Aurangabad,Maharashtra,India,
Peoples Education Society's College of Engineering  Aurangabad,200220,500213,,,,,P.E.S. College of Engineering  Nagasen Vana  Near Panchakki  University Rd.  Aurangabad 431002 (MS),,,Aurangabad,Maharashtra,India,
Maulana Azad Education Trust's Y.B.Chavan College of Pharmacy  Aurangabad,200221,500214,,,,,Post Box No.33 65  Rouza Bagh  Aurangabad,,,Aurangabad,Maharashtra,India,
Lokvikas Educational  & Charitable Trust  Savitribai Phule Women's Engineering College  Sharnapur,200222,500215,,,,,Gut No. 59  (P)  Sharnapur  Dist Aurangabad,,,Aurangabad,Maharashtra,India,
M.G.M.'s Jawaharlal Nehru College of Architecture  Aurangabad,200223,500216,,,,,Mahatma Gandhi Mission's Jawaharlal Nehru Engineering College  N-6  CIDCO ,,,Aurangabad,Maharashtra,India,
M.G.M.'s Jawaharlal Nehru Engineering College  Aurangabad,200224,500217,,,,,Mahatma Gandhi Mission's Jawaharlal Nehru Engg. College  N-6  CIDCO  Aurangabad,,,Aurangabad,Maharashtra,India,
Lokvikas Educational & Charitable Trust's Marathwada Institute of Management and Research  Aurangabad,200225,500218,,,,,Gut No. 166  Renuka Mata Mandir - Chate School Road  Beed By pass Road  Satara Parisar  Aurangabad,,,Aurangabad,Maharashtra,India,
Shreeyash Prathishthan's Shree Yash Institute of Management  Aurangabad,200226,500219,,,,,Gut No. 258 (P)  Satara Tanda  Tal & Dist. Aurangabad - 431005.,,,Aurangabad,Maharashtra,India,
Shri. Bhaskaracharya Pratishthan  Chate Business School  Aurangabad,200227,500220,,,,,Gut.No. 98  Renukamata Mandir Road  Beed By Pass  Satara Aurangabad-421005,,,Aurangabad,Maharashtra,India,
Dr. B. A. M.University Dept. Of Management Science  Aurangabad,200228,500221,,,,,Dr. Babasaheb  Ambedkar Marathwada University  Aurangabad,,,Aurangabad,Maharashtra,India,
Mahatma Gandhi Mission's Institute of Management  Aurangabad,200229,500222,,,,,MGM Campus  N-6  CIDCO   Aurangabad (Maharashtra),,,Aurangabad,Maharashtra,India,
Rajarshi Shahu Institute of Management  Aurangabad,200230,500223,,,,,P-75  Behind Garware Polyster Ltd. Infront of Gate No.3  Chikalthana  MIDC Area  Aurangabad (M.S.),,,Aurangabad,Maharashtra,India,
Maulana Azad Edu. Trust's Millenium Institute of Management  Aurangabad,200231,500224,,,,,Dr. Rafiq Zakaria Campus Rouza Bagh Aurangabad   Aurangabad,,,Aurangabad,Maharashtra,India,
Government College of Engineering Department of Management Studies  Aurangabad,200232,500225,,,,,Station Road  Osmanpura   Aurangabad,,,Aurangabad,Maharashtra,India,
Everest Education Society  Group of Institutions  Ohar (Integrated Campus),200233,500226,,,,,Gut No.187&189  Ohar  Jatwada Road  Aurangabad 431001,,,Aurangabad,Maharashtra,India,
Shree Yash Pratishthan  Shreeyash College of Engineering and Technology  Satara(p)  Dist Aurangabad,200234,500227,,,,,Gut No. 258 (P)  Satara Parisar  Tal & Dist. Aurangabad.,,,Aurangabad,Maharashtra,India,
G. S. Mandal's Maharashtra Institute of Technology  Aurangabad.,200235,500228,,,,,G.S. Mandals Maharashtra Institute of Technology  Aurangabad N.H. 211  Satara  Aurangabad,,,Aurangabad,Maharashtra,India,
University Department of Chemical Technology  Aurangabad,200236,500229,,,,,University Department of Chemical Technology  Dr. Babasaheb Ambedkar Marathwada University  Aurangabad,,,Aurangabad,Maharashtra,India,
Yash Institute  of Pharmacy  Aurangabad,200237,500230,,,,,South City  Oppo.A.S.Club Waluj road  Aurangabad.,,,Aurangabad,Maharashtra,India,
Shri. Dhaneshwari Manav Vikas Mandal's Dr. Vedprakash Patil Pharmacy  College  Gevrai  Aurangabad.,200238,500231,,,,,Gevrai  Tanda  Paithan Road  Aurangabad. Dist. Aurangabad,,,Aurangabad,Maharashtra,India,
Shri Sai Samajik Vikas Santha's Shri Sai Colllege of Engineering  Paddari Village,200239,500232,,,,,Gut No. 80  Pardari Village Near Beed bypass via Deolai Near Sai Mandir  Tal. & Dist. Aurangabad,,,Aurangabad,Maharashtra,India,
Krupanidhi College of Pharmacy,200240,500233,,,,,#12/1 Chikkabellandur Village  Carmelaram Post  Varthur,,,Bangalore,Maharashtra,India,
The Oxford College of Pharmacy,200241,500234,,,,,#6/9  1st Cross Begur Road Hongasandra  Bangalore-560068,,,Bangalore,Maharashtra,India,
Aditya Bangalore Institute of  Pharmacy Education and Research,200242,500235,,,,,No.12 Kogilu Main Road  Behind Shri Annapurneshwari Temple  Yelahanka  Bengaluru,,,Bangalore,Maharashtra,India,
Gurukrupa Sevabhavi Sanstha's Gurukrupa Institute of Pharmacy(B.Pharm)  Majalegaon  Beed,200243,500236,,,,,NH 222  Gadhi Road  Near Sugar Factory  Majalgaon Dist Beed.,,,Beed,Maharashtra,India,
Shri B S P M's B Pharmacy College  Ambajogai,200244,500237,,,,,Ring Road  Ambajogai Ring  Road   AMBAJOGAI  Dist. Beed,,,Beed,Maharashtra,India,
Anand Charitable Trusts  Diploma in Engineering & Technology  Murshadapur  Ashti  Dist. Beed.,200245,500238,,,,,Murshadapur Ashti  Tq. Ashti  Dist. Beed.,,,Beed,Maharashtra,India,
Renukamata KrishiVikas Pratisthan's Swami Vivekanand Polytechnic  Jola  Post Devgaon Tq Kaij  Dist Beed.,200246,500239,,,,,Jola  Post Devgaon  Tq Kaij  Dist Beed.,,,Beed,Maharashtra,India,
Aditya Education Trust's Mitthulalji Sarada Polytechnic  Nalwandi Road  Beed.,200247,500240,,,,,Sr. No. 123  Bahirwadi  Nalwandi Road  Beed,,,Beed,Maharashtra,India,
Shri Yogeshwari Polytechnic College  Ambajogai  Beed.,200248,500241,,,,,Sr. No. 92  Parli Road  Ambajogai. Beed   431517,,,Beed,Maharashtra,India,
Aditya Diploma Instiute of Pharmacy  Beed,200249,500242,,,,,Beed,,,Beed,Maharashtra,India,
Aditya Pharmacy College  Beed,200250,500243,,,,,Beed,,,Beed,Maharashtra,India,
Gurukrupa Institute of Pharamcy  Majalgaon,200251,500244,,,,,NH 222  Malipargaon Phata  Near C.S. Sugar Factory  Majalgaon  Dist. Beed.,,,Beed,Maharashtra,India,
Aditya College of Architecture  Beed,200252,500245,,,,,Survey No. 123  Sarda Estate  Nalwandi Road  Beed,,,Beed,Maharashtra,India,
SAU. K S K ALIAS KAKU COLLEGE OF FOOD TECHNOLOGY,200253,500246,,,,,MHASOBA PHATA  NAGAR ROAD BEED,,,Beed,Maharashtra,India,
Anand Charitable Sanstha's College of Pharmaceutical Science & Research   Ashti,200254,500247,,,,,A/P Gangai Nagar  Mursadpur  Ashti  Tal.Ashti Dist Beed,,,Beed,Maharashtra,India,
Anand Charitable Sanstha's Gangai Pharmacy College  Kada,200255,500248,,,,,A/P near Anandrao Dhonde Mahavidalya  Kada Tq. Ashti Dist Beed,,,Beed,Maharashtra,India,
Kishori College of M.B.A.  Beed,200256,500249,,,,,Survey No.6  Taraf Balguzar  Beed,,,Beed,Maharashtra,India,
Mitthulalji Sarda MBA College  Beed,200257,500250,,,,,Sarda Estate  Nalwandi Road  Beed,,,Beed,Maharashtra,India,
Suraj Institute of Management  Beed,200258,500251,,,,,Survey No. 28 29  Taraf Khod  Beed,,,Beed,Maharashtra,India,
Aditya College of MBA  Beed,200259,500252,,,,,barshi Road Chowk  Beed,,,Beed,Maharashtra,India,
Mahatma Basaweshwar Education Society's College of Engineering  Ambejogai,200260,500253,,,,,Mahatma Basaweshwar Education Society's College of Engineering  Ambejogai ,,,Beed,Maharashtra,India,
Nagnathappa Halge Engineering  College  Parli,200261,500254,,,,,At Brahmwadi   Post Tokwadi  Parli-Beed State Highway  Parli  Vaijnath,,,Beed,Maharashtra,India,
Aditya Engineering College   Beed,200262,500255,,,,,Aditya Engineering Collage  Telgaon Road  Beed Tal. Beed,,,Beed,Maharashtra,India,
